instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,miscalc,quarter
7490,2011-11-13,4,0,11,16,0,0,0,2,22.14,26.275199999999998,28.000000000000004,26.0027,93,226,319,0,q4
7491,2011-11-13,4,0,11,17,0,0,0,1,21.32,25.5,27.0,22.0028,44,187,231,0,q4
7492,2011-11-13,4,0,11,18,0,0,0,1,21.32,25.5,27.0,22.0028,35,155,190,0,q4
7493,2011-11-13,4,0,11,19,0,0,0,1,20.5,24.724800000000002,28.999999999999996,23.9994,36,121,157,0,q4
7494,2011-11-13,4,0,11,20,0,0,0,1,20.5,24.724800000000002,31.0,23.9994,24,115,139,0,q4
7495,2011-11-13,4,0,11,21,0,0,0,1,19.68,23.9547,36.0,16.997899999999998,19,76,95,0,q4
7496,2011-11-13,4,0,11,22,0,0,0,1,19.68,23.9547,41.0,26.0027,25,64,89,0,q4
7497,2011-11-13,4,0,11,23,0,0,0,1,18.86,23.1795,51.0,19.999499999999998,18,49,67,0,q4
7498,2011-11-14,4,0,11,0,0,1,1,1,18.86,23.1795,59.0,19.0012,8,22,30,0,q4
7499,2011-11-14,4,0,11,1,0,1,1,1,18.86,23.1795,63.0,19.999499999999998,5,6,11,0,q4
7500,2011-11-14,4,0,11,2,0,1,1,1,18.86,23.1795,63.0,23.9994,7,10,17,0,q4
7501,2011-11-14,4,0,11,3,0,1,1,1,18.04,22.4094,67.0,19.0012,4,3,7,0,q4
7502,2011-11-14,4,0,11,4,0,1,1,1,18.04,22.4094,67.0,15.001299999999999,0,5,5,0,q4
7503,2011-11-14,4,0,11,5,0,1,1,2,18.04,22.4094,67.0,16.997899999999998,0,19,19,0,q4
7504,2011-11-14,4,0,11,6,0,1,1,2,18.04,22.4094,72.0,15.001299999999999,10,104,114,0,q4
7505,2011-11-14,4,0,11,7,0,1,1,1,18.04,22.4094,72.0,16.997899999999998,11,311,322,0,q4
7506,2011-11-14,4,0,11,8,0,1,1,2,18.86,23.1795,67.0,12.998000000000001,27,425,452,0,q4
7507,2011-11-14,4,0,11,9,0,1,1,2,19.68,23.9547,67.0,22.0028,29,204,233,0,q4
7508,2011-11-14,4,0,11,10,0,1,1,2,20.5,24.724800000000002,63.0,19.0012,26,85,111,0,q4
7509,2011-11-14,4,0,11,11,0,1,1,2,22.14,26.275199999999998,60.0,19.0012,22,106,128,0,q4
7510,2011-11-14,4,0,11,12,0,1,1,1,22.96,27.0453,56.00000000000001,19.999499999999998,36,166,202,0,q4
7511,2011-11-14,4,0,11,13,0,1,1,1,24.599999999999998,31.681199999999997,49.0,26.0027,50,153,203,0,q4
7512,2011-11-14,4,0,11,14,0,1,1,1,25.419999999999998,31.681199999999997,46.0,30.002599999999997,47,138,185,0,q4
7513,2011-11-14,4,0,11,15,0,1,1,1,26.240000000000002,31.681199999999997,44.0,22.0028,53,142,195,0,q4
7514,2011-11-14,4,0,11,16,0,1,1,1,25.419999999999998,31.681199999999997,46.0,27.999299999999998,51,264,315,0,q4
7515,2011-11-14,4,0,11,17,0,1,1,1,25.419999999999998,31.681199999999997,46.0,16.997899999999998,55,464,519,0,q4
7516,2011-11-14,4,0,11,18,0,1,1,1,22.96,27.0453,56.00000000000001,19.0012,29,460,489,0,q4
7517,2011-11-14,4,0,11,19,0,1,1,1,24.599999999999998,31.681199999999997,53.0,19.999499999999998,28,274,302,0,q4
7518,2011-11-14,4,0,11,20,0,1,1,1,24.599999999999998,31.681199999999997,53.0,23.9994,30,210,240,0,q4
7519,2011-11-14,4,0,11,21,0,1,1,1,24.599999999999998,31.681199999999997,53.0,23.9994,37,176,213,0,q4
7520,2011-11-14,4,0,11,22,0,1,1,1,23.779999999999998,27.8205,56.00000000000001,23.9994,17,96,113,0,q4
7521,2011-11-14,4,0,11,23,0,1,1,1,22.96,27.0453,64.0,19.999499999999998,13,48,61,0,q4
7522,2011-11-15,4,0,11,0,0,2,1,1,22.96,27.0453,64.0,23.9994,7,15,22,0,q4
7523,2011-11-15,4,0,11,1,0,2,1,1,22.96,27.0453,60.0,19.999499999999998,5,5,10,0,q4
7524,2011-11-15,4,0,11,2,0,2,1,1,22.96,27.0453,64.0,16.997899999999998,7,8,15,0,q4
7525,2011-11-15,4,0,11,3,0,2,1,2,22.14,26.275199999999998,68.0,22.0028,0,4,4,0,q4
7526,2011-11-15,4,0,11,4,0,2,1,1,22.96,27.0453,64.0,19.999499999999998,1,6,7,0,q4
7527,2011-11-15,4,0,11,5,0,2,1,1,22.14,26.275199999999998,68.0,19.0012,2,26,28,0,q4
7528,2011-11-15,4,0,11,6,0,2,1,2,22.96,27.0453,64.0,6.0032,4,104,108,0,q4
7529,2011-11-15,4,0,11,7,0,2,1,2,22.14,26.275199999999998,68.0,11.0014,21,298,319,0,q4
7530,2011-11-15,4,0,11,8,0,2,1,2,22.14,26.275199999999998,68.0,7.0015,27,453,480,0,q4
7531,2011-11-15,4,0,11,9,0,2,1,2,22.96,27.0453,64.0,6.0032,26,174,200,0,q4
7532,2011-11-15,4,0,11,10,0,2,1,2,22.96,27.0453,64.0,19.0012,23,115,138,0,q4
7533,2011-11-15,4,0,11,11,0,2,1,2,22.96,27.0453,64.0,12.998000000000001,18,116,134,0,q4
7534,2011-11-15,4,0,11,12,0,2,1,2,22.14,26.275199999999998,68.0,0.0,28,148,176,0,q4
7535,2011-11-15,4,0,11,13,0,2,1,3,22.14,26.275199999999998,60.0,15.001299999999999,21,132,153,0,q4
7536,2011-11-15,4,0,11,14,0,2,1,2,22.14,26.275199999999998,60.0,19.0012,27,120,147,0,q4
7537,2011-11-15,4,0,11,15,0,2,1,2,22.14,26.275199999999998,60.0,8.9981,36,155,191,0,q4
7538,2011-11-15,4,0,11,16,0,2,1,2,21.32,25.5,68.0,8.9981,31,240,271,0,q4
7539,2011-11-15,4,0,11,17,0,2,1,2,20.5,24.724800000000002,72.0,12.998000000000001,29,422,451,0,q4
7540,2011-11-15,4,0,11,18,0,2,1,2,20.5,24.724800000000002,72.0,19.0012,27,414,441,0,q4
7541,2011-11-15,4,0,11,19,0,2,1,2,20.5,24.724800000000002,72.0,23.9994,27,259,286,0,q4
7542,2011-11-15,4,0,11,20,0,2,1,2,19.68,23.9547,82.0,8.9981,26,212,238,0,q4
7543,2011-11-15,4,0,11,21,0,2,1,2,20.5,24.724800000000002,77.0,6.0032,23,145,168,0,q4
7544,2011-11-15,4,0,11,22,0,2,1,2,18.86,23.1795,88.0,7.0015,19,109,128,0,q4
7545,2011-11-15,4,0,11,23,0,2,1,2,18.86,23.1795,94.0,7.0015,14,66,80,0,q4
7546,2011-11-16,4,0,11,0,0,3,1,2,18.86,23.1795,94.0,0.0,5,26,31,0,q4
7547,2011-11-16,4,0,11,1,0,3,1,3,18.86,23.1795,94.0,6.0032,0,5,5,0,q4
7548,2011-11-16,4,0,11,2,0,3,1,2,18.86,23.1795,94.0,7.0015,4,6,10,0,q4
7549,2011-11-16,4,0,11,3,0,3,1,2,18.86,23.1795,94.0,7.0015,2,3,5,0,q4
7550,2011-11-16,4,0,11,4,0,3,1,2,18.04,22.4094,100.0,15.001299999999999,1,3,4,0,q4
7551,2011-11-16,4,0,11,5,0,3,1,3,18.86,23.1795,94.0,7.0015,0,13,13,0,q4
7552,2011-11-16,4,0,11,6,0,3,1,2,18.86,23.1795,94.0,6.0032,4,52,56,0,q4
7553,2011-11-16,4,0,11,7,0,3,1,3,18.86,23.1795,94.0,0.0,7,130,137,0,q4
7554,2011-11-16,4,0,11,8,0,3,1,3,18.86,23.1795,94.0,0.0,9,223,232,0,q4
7555,2011-11-16,4,0,11,9,0,3,1,3,18.86,23.1795,94.0,0.0,5,77,82,0,q4
7556,2011-11-16,4,0,11,10,0,3,1,3,18.86,23.1795,94.0,0.0,4,32,36,0,q4
7557,2011-11-16,4,0,11,11,0,3,1,3,18.86,23.1795,94.0,6.0032,7,53,60,0,q4
7558,2011-11-16,4,0,11,12,0,3,1,3,18.86,23.1795,100.0,0.0,5,49,54,0,q4
7559,2011-11-16,4,0,11,13,0,3,1,3,18.86,23.1795,94.0,8.9981,6,52,58,0,q4
7560,2011-11-16,4,0,11,14,0,3,1,2,18.86,23.1795,100.0,8.9981,12,49,61,0,q4
7561,2011-11-16,4,0,11,15,0,3,1,3,19.68,23.9547,94.0,7.0015,16,50,66,0,q4
7562,2011-11-16,4,0,11,16,0,3,1,3,19.68,23.9547,94.0,7.0015,13,110,123,0,q4
7563,2011-11-16,4,0,11,17,0,3,1,2,19.68,23.9547,88.0,12.998000000000001,17,216,233,0,q4
7564,2011-11-16,4,0,11,18,0,3,1,3,18.86,23.1795,88.0,26.0027,13,176,189,0,q4
7565,2011-11-16,4,0,11,19,0,3,1,3,18.86,23.1795,88.0,26.0027,3,108,111,0,q4
7566,2011-11-16,4,0,11,20,0,3,1,3,18.04,22.4094,88.0,26.0027,5,94,99,0,q4
7567,2011-11-16,4,0,11,21,0,3,1,3,18.04,22.4094,88.0,19.0012,3,72,75,0,q4
7568,2011-11-16,4,0,11,22,0,3,1,3,17.22,21.6342,88.0,15.001299999999999,1,45,46,0,q4
7569,2011-11-16,4,0,11,23,0,3,1,3,17.22,21.6342,88.0,8.9981,3,28,31,0,q4
7570,2011-11-17,4,0,11,0,0,4,1,2,17.22,21.6342,88.0,16.997899999999998,2,22,24,0,q4
7571,2011-11-17,4,0,11,1,0,4,1,2,17.22,21.6342,82.0,11.0014,0,5,5,0,q4
7572,2011-11-17,4,0,11,2,0,4,1,2,17.22,21.6342,82.0,15.001299999999999,0,5,5,0,q4
7573,2011-11-17,4,0,11,3,0,4,1,2,17.22,21.6342,77.0,22.0028,0,3,3,0,q4
7574,2011-11-17,4,0,11,4,0,4,1,2,16.400000000000002,20.8641,62.0,27.999299999999998,1,3,4,0,q4
7575,2011-11-17,4,0,11,5,0,4,1,3,13.940000000000001,15.453,71.0,22.0028,1,21,22,0,q4
7576,2011-11-17,4,0,11,6,0,4,1,3,14.76,17.7735,56.99999999999999,15.001299999999999,3,72,75,0,q4
7577,2011-11-17,4,0,11,7,0,4,1,3,13.940000000000001,16.228199999999998,61.0,19.0012,4,164,168,0,q4
7578,2011-11-17,4,0,11,8,0,4,1,3,13.940000000000001,15.453,61.0,19.999499999999998,12,343,355,0,q4
7579,2011-11-17,4,0,11,9,0,4,1,2,13.940000000000001,15.453,61.0,22.0028,14,184,198,0,q4
7580,2011-11-17,4,0,11,10,0,4,1,2,13.940000000000001,15.453,61.0,22.0028,7,74,81,0,q4
7581,2011-11-17,4,0,11,11,0,4,1,3,13.120000000000001,15.453,66.0,22.0028,4,93,97,0,q4
7582,2011-11-17,4,0,11,12,0,4,1,2,13.940000000000001,15.453,53.0,19.999499999999998,6,115,121,0,q4
7583,2011-11-17,4,0,11,13,0,4,1,2,13.940000000000001,15.453,49.0,30.002599999999997,15,109,124,0,q4
7584,2011-11-17,4,0,11,14,0,4,1,2,13.940000000000001,15.453,49.0,26.0027,5,105,110,0,q4
7585,2011-11-17,4,0,11,15,0,4,1,2,13.940000000000001,15.453,49.0,30.002599999999997,10,106,116,0,q4
7586,2011-11-17,4,0,11,16,0,4,1,1,13.120000000000001,14.6829,39.0,27.999299999999998,8,187,195,0,q4
7587,2011-11-17,4,0,11,17,0,4,1,1,13.120000000000001,14.6829,42.0,26.0027,20,379,399,0,q4
7588,2011-11-17,4,0,11,18,0,4,1,1,13.120000000000001,16.228199999999998,39.0,12.998000000000001,9,298,307,0,q4
7589,2011-11-17,4,0,11,19,0,4,1,1,12.299999999999999,14.6829,45.0,15.001299999999999,7,210,217,0,q4
7590,2011-11-17,4,0,11,20,0,4,1,1,12.299999999999999,14.6829,42.0,19.0012,7,162,169,0,q4
7591,2011-11-17,4,0,11,21,0,4,1,1,12.299999999999999,14.6829,42.0,16.997899999999998,3,113,116,0,q4
7592,2011-11-17,4,0,11,22,0,4,1,1,10.66,12.362400000000001,52.0,16.997899999999998,1,83,84,0,q4
7593,2011-11-17,4,0,11,23,0,4,1,1,10.66,13.137599999999999,52.0,15.001299999999999,0,58,58,0,q4
7594,2011-11-18,4,0,11,0,0,5,1,1,10.66,13.137599999999999,48.0,11.0014,2,28,30,0,q4
7595,2011-11-18,4,0,11,1,0,5,1,1,10.66,11.5923,44.0,22.0028,0,10,10,0,q4
7596,2011-11-18,4,0,11,2,0,5,1,1,9.84,11.5923,44.0,15.001299999999999,2,8,10,0,q4
7597,2011-11-18,4,0,11,3,0,5,1,1,9.84,10.8171,41.0,19.0012,0,2,2,0,q4
7598,2011-11-18,4,0,11,4,0,5,1,1,9.02,11.5923,44.0,11.0014,0,5,5,0,q4
7599,2011-11-18,4,0,11,5,0,5,1,1,9.02,11.5923,44.0,8.9981,0,22,22,0,q4
7600,2011-11-18,4,0,11,6,0,5,1,1,9.02,13.137599999999999,44.0,6.0032,1,70,71,0,q4
7601,2011-11-18,4,0,11,7,0,5,1,1,9.02,11.5923,44.0,11.0014,5,211,216,0,q4
7602,2011-11-18,4,0,11,8,0,5,1,1,9.02,11.5923,44.0,12.998000000000001,6,369,375,0,q4
7603,2011-11-18,4,0,11,9,0,5,1,1,10.66,13.137599999999999,41.0,12.998000000000001,6,207,213,0,q4
7604,2011-11-18,4,0,11,10,0,5,1,1,10.66,12.362400000000001,41.0,19.0012,10,105,115,0,q4
7605,2011-11-18,4,0,11,11,0,5,1,1,12.299999999999999,15.453,36.0,8.9981,18,122,140,0,q4
7606,2011-11-18,4,0,11,12,0,5,1,1,13.120000000000001,16.9983,33.0,0.0,22,143,165,0,q4
7607,2011-11-18,4,0,11,13,0,5,1,1,13.940000000000001,16.228199999999998,31.0,15.001299999999999,31,146,177,0,q4
7608,2011-11-18,4,0,11,14,0,5,1,1,13.940000000000001,16.9983,31.0,8.9981,31,123,154,0,q4
7609,2011-11-18,4,0,11,15,0,5,1,1,13.940000000000001,16.9983,28.999999999999996,8.9981,27,151,178,0,q4
7610,2011-11-18,4,0,11,16,0,5,1,1,13.940000000000001,16.9983,28.999999999999996,8.9981,19,190,209,0,q4
7611,2011-11-18,4,0,11,17,0,5,1,1,13.120000000000001,16.9983,31.0,8.9981,17,361,378,0,q4
7612,2011-11-18,4,0,11,18,0,5,1,1,12.299999999999999,15.453,36.0,11.0014,16,312,328,0,q4
7613,2011-11-18,4,0,11,19,0,5,1,1,11.48,13.9077,41.0,11.0014,7,183,190,0,q4
7614,2011-11-18,4,0,11,20,0,5,1,1,11.48,13.9077,48.0,12.998000000000001,8,129,137,0,q4
7615,2011-11-18,4,0,11,21,0,5,1,1,11.48,13.9077,48.0,11.0014,3,108,111,0,q4
7616,2011-11-18,4,0,11,22,0,5,1,1,10.66,13.9077,52.0,7.0015,9,88,97,0,q4
7617,2011-11-18,4,0,11,23,0,5,1,1,10.66,13.9077,60.0,8.9981,5,54,59,0,q4
7618,2011-11-19,4,0,11,0,0,6,0,1,10.66,13.137599999999999,56.00000000000001,12.998000000000001,4,49,53,0,q4
7619,2011-11-19,4,0,11,1,0,6,0,1,10.66,11.5923,52.0,19.999499999999998,1,34,35,0,q4
7620,2011-11-19,4,0,11,2,0,6,0,1,9.84,12.362400000000001,56.00000000000001,11.0014,12,34,46,0,q4
7621,2011-11-19,4,0,11,3,0,6,0,1,10.66,12.362400000000001,48.0,16.997899999999998,4,11,15,0,q4
7622,2011-11-19,4,0,11,4,0,6,0,1,10.66,11.5923,48.0,22.0028,4,4,8,0,q4
7623,2011-11-19,4,0,11,5,0,6,0,1,9.84,11.5923,56.00000000000001,16.997899999999998,0,2,2,0,q4
7624,2011-11-19,4,0,11,6,0,6,0,1,9.84,10.8171,60.0,22.0028,2,10,12,0,q4
7625,2011-11-19,4,0,11,7,0,6,0,1,9.84,11.5923,60.0,16.997899999999998,3,38,41,0,q4
7626,2011-11-19,4,0,11,8,0,6,0,1,10.66,12.362400000000001,56.00000000000001,16.997899999999998,12,80,92,0,q4
7627,2011-11-19,4,0,11,9,0,6,0,1,11.48,13.137599999999999,52.0,19.999499999999998,12,130,142,0,q4
7628,2011-11-19,4,0,11,10,0,6,0,1,13.120000000000001,15.453,45.0,16.997899999999998,35,165,200,0,q4
7629,2011-11-19,4,0,11,11,0,6,0,1,14.76,19.318800000000003,40.0,0.0,50,183,233,0,q4
7630,2011-11-19,4,0,11,12,0,6,0,1,16.400000000000002,20.8641,35.0,19.0012,93,218,311,0,q4
7631,2011-11-19,4,0,11,13,0,6,0,1,17.22,21.6342,30.0,19.0012,118,245,363,0,q4
7632,2011-11-19,4,0,11,14,0,6,0,1,17.22,21.6342,32.0,19.999499999999998,121,228,349,0,q4
7633,2011-11-19,4,0,11,15,0,6,0,1,17.22,21.6342,41.0,12.998000000000001,120,262,382,0,q4
7634,2011-11-19,4,0,11,16,0,6,0,1,17.22,21.6342,38.0,19.999499999999998,99,188,287,0,q4
7635,2011-11-19,4,0,11,17,0,6,0,1,16.400000000000002,20.8641,40.0,12.998000000000001,61,171,232,0,q4
7636,2011-11-19,4,0,11,18,0,6,0,1,15.58,20.0889,46.0,8.9981,36,172,208,0,q4
7637,2011-11-19,4,0,11,19,0,6,0,2,13.940000000000001,16.9983,71.0,8.9981,33,149,182,0,q4
7638,2011-11-19,4,0,11,20,0,6,0,2,14.76,18.543599999999998,56.99999999999999,7.0015,48,115,163,0,q4
7639,2011-11-19,4,0,11,21,0,6,0,2,14.76,17.7735,62.0,12.998000000000001,29,79,108,0,q4
7640,2011-11-19,4,0,11,22,0,6,0,2,15.58,20.0889,62.0,11.0014,26,80,106,0,q4
7641,2011-11-19,4,0,11,23,0,6,0,1,15.58,20.0889,62.0,15.001299999999999,20,73,93,0,q4
7642,2011-11-20,4,0,11,0,0,0,0,1,15.58,20.0889,66.0,11.0014,14,79,93,0,q4
7643,2011-11-20,4,0,11,1,0,0,0,1,16.400000000000002,20.8641,62.0,16.997899999999998,11,73,84,0,q4
7644,2011-11-20,4,0,11,2,0,0,0,1,16.400000000000002,20.8641,62.0,19.0012,12,44,56,0,q4
7645,2011-11-20,4,0,11,3,0,0,0,2,16.400000000000002,20.8641,66.0,19.0012,6,31,37,0,q4
7646,2011-11-20,4,0,11,4,0,0,0,2,16.400000000000002,20.8641,71.0,19.0012,2,10,12,0,q4
7647,2011-11-20,4,0,11,5,0,0,0,2,17.22,21.6342,67.0,19.0012,0,4,4,0,q4
7648,2011-11-20,4,0,11,6,0,0,0,2,17.22,21.6342,67.0,16.997899999999998,3,6,9,0,q4
7649,2011-11-20,4,0,11,7,0,0,0,1,17.22,21.6342,67.0,15.001299999999999,4,19,23,0,q4
7650,2011-11-20,4,0,11,8,0,0,0,2,17.22,21.6342,71.0,19.0012,13,52,65,0,q4
7651,2011-11-20,4,0,11,9,0,0,0,1,18.04,22.4094,72.0,11.0014,29,109,138,0,q4
7652,2011-11-20,4,0,11,10,0,0,0,2,18.04,22.4094,72.0,7.0015,46,183,229,0,q4
7653,2011-11-20,4,0,11,11,0,0,0,2,20.5,24.724800000000002,63.0,7.0015,74,212,286,0,q4
7654,2011-11-20,4,0,11,12,0,0,0,2,20.5,24.724800000000002,63.0,8.9981,70,234,304,0,q4
7655,2011-11-20,4,0,11,13,0,0,0,2,22.14,26.275199999999998,60.0,12.998000000000001,84,285,369,0,q4
7656,2011-11-20,4,0,11,14,0,0,0,1,21.32,25.5,63.0,16.997899999999998,113,250,363,0,q4
7657,2011-11-20,4,0,11,15,0,0,0,2,21.32,25.5,68.0,12.998000000000001,109,242,351,0,q4
7658,2011-11-20,4,0,11,16,0,0,0,2,21.32,25.5,63.0,8.9981,81,225,306,0,q4
7659,2011-11-20,4,0,11,17,0,0,0,2,21.32,25.5,63.0,12.998000000000001,35,168,203,0,q4
7660,2011-11-20,4,0,11,18,0,0,0,2,22.14,26.275199999999998,64.0,12.998000000000001,22,123,145,0,q4
7661,2011-11-20,4,0,11,19,0,0,0,2,20.5,24.724800000000002,72.0,7.0015,17,140,157,0,q4
7662,2011-11-20,4,0,11,20,0,0,0,2,21.32,25.5,68.0,7.0015,23,90,113,0,q4
7663,2011-11-20,4,0,11,21,0,0,0,2,19.68,23.9547,77.0,6.0032,11,94,105,0,q4
7664,2011-11-20,4,0,11,22,0,0,0,3,18.86,23.1795,88.0,6.0032,5,35,40,0,q4
7665,2011-11-20,4,0,11,23,0,0,0,3,18.86,23.1795,88.0,6.0032,3,25,28,0,q4
7666,2011-11-21,4,0,11,0,0,1,1,2,18.86,23.1795,94.0,0.0,4,13,17,0,q4
7667,2011-11-21,4,0,11,1,0,1,1,3,18.86,23.1795,94.0,12.998000000000001,4,8,12,0,q4
7668,2011-11-21,4,0,11,2,0,1,1,3,18.04,22.4094,100.0,12.998000000000001,1,2,3,0,q4
7669,2011-11-21,4,0,11,3,0,1,1,3,18.04,22.4094,100.0,8.9981,0,4,4,0,q4
7670,2011-11-21,4,0,11,4,0,1,1,3,18.04,22.4094,100.0,8.9981,0,5,5,0,q4
7671,2011-11-21,4,0,11,5,0,1,1,2,18.04,22.4094,100.0,0.0,0,20,20,0,q4
7672,2011-11-21,4,0,11,6,0,1,1,2,17.22,21.6342,100.0,0.0,0,76,76,0,q4
7673,2011-11-21,4,0,11,7,0,1,1,2,18.86,23.1795,94.0,11.0014,17,229,246,0,q4
7674,2011-11-21,4,0,11,8,0,1,1,2,18.86,23.1795,94.0,0.0,13,378,391,0,q4
7675,2011-11-21,4,0,11,9,0,1,1,2,19.68,23.9547,94.0,7.0015,15,222,237,0,q4
7676,2011-11-21,4,0,11,10,0,1,1,2,21.32,25.5,83.0,0.0,25,110,135,0,q4
7677,2011-11-21,4,0,11,11,0,1,1,2,21.32,25.5,83.0,7.0015,16,112,128,0,q4
7678,2011-11-21,4,0,11,12,0,1,1,2,20.5,24.724800000000002,77.0,8.9981,24,138,162,0,q4
7679,2011-11-21,4,0,11,13,0,1,1,2,20.5,24.724800000000002,77.0,8.9981,13,121,134,0,q4
7680,2011-11-21,4,0,11,14,0,1,1,2,19.68,23.9547,82.0,12.998000000000001,14,121,135,0,q4
7681,2011-11-21,4,0,11,15,0,1,1,3,18.04,22.4094,94.0,15.001299999999999,15,93,108,0,q4
7682,2011-11-21,4,0,11,16,0,1,1,3,18.04,22.4094,94.0,15.001299999999999,13,95,108,0,q4
7683,2011-11-21,4,0,11,17,0,1,1,3,17.22,21.6342,94.0,19.999499999999998,10,200,210,0,q4
7684,2011-11-21,4,0,11,18,0,1,1,3,17.22,21.6342,88.0,12.998000000000001,8,184,192,0,q4
7685,2011-11-21,4,0,11,19,0,1,1,3,16.400000000000002,20.8641,94.0,12.998000000000001,2,135,137,0,q4
7686,2011-11-21,4,0,11,20,0,1,1,3,16.400000000000002,20.8641,87.0,15.001299999999999,5,75,80,0,q4
7687,2011-11-21,4,0,11,21,0,1,1,3,16.400000000000002,20.8641,87.0,11.0014,11,103,114,0,q4
7688,2011-11-21,4,0,11,22,0,1,1,3,16.400000000000002,20.8641,87.0,8.9981,6,72,78,0,q4
7689,2011-11-21,4,0,11,23,0,1,1,3,16.400000000000002,20.8641,87.0,11.0014,4,29,33,0,q4
7690,2011-11-22,4,0,11,0,0,2,1,3,15.58,20.0889,94.0,7.0015,0,14,14,0,q4
7691,2011-11-22,4,0,11,1,0,2,1,3,16.400000000000002,20.8641,94.0,8.9981,1,5,6,0,q4
7692,2011-11-22,4,0,11,2,0,2,1,3,15.58,20.0889,100.0,7.0015,2,4,6,0,q4
7693,2011-11-22,4,0,11,3,0,2,1,3,15.58,20.0889,100.0,7.0015,1,2,3,0,q4
7694,2011-11-22,4,0,11,4,0,2,1,3,15.58,20.0889,94.0,11.0014,0,7,7,0,q4
7695,2011-11-22,4,0,11,5,0,2,1,3,15.58,20.0889,94.0,11.0014,1,17,18,0,q4
7696,2011-11-22,4,0,11,6,0,2,1,2,15.58,20.0889,94.0,7.0015,1,63,64,0,q4
7697,2011-11-22,4,0,11,7,0,2,1,3,15.58,20.0889,94.0,15.001299999999999,2,119,121,0,q4
7698,2011-11-22,4,0,11,8,0,2,1,3,15.58,20.0889,94.0,15.001299999999999,5,185,190,0,q4
7699,2011-11-22,4,0,11,9,0,2,1,3,16.400000000000002,20.8641,94.0,0.0,2,147,149,0,q4
7700,2011-11-22,4,0,11,10,0,2,1,3,16.400000000000002,20.8641,94.0,0.0,6,46,52,0,q4
7701,2011-11-22,4,0,11,11,0,2,1,3,16.400000000000002,20.8641,94.0,8.9981,4,28,32,0,q4
7702,2011-11-22,4,0,11,12,0,2,1,3,16.400000000000002,20.8641,100.0,6.0032,3,18,21,0,q4
7703,2011-11-22,4,0,11,13,0,2,1,3,17.22,21.6342,100.0,6.0032,4,22,26,0,q4
7704,2011-11-22,4,0,11,14,0,2,1,3,17.22,21.6342,100.0,6.0032,4,31,35,0,q4
7705,2011-11-22,4,0,11,15,0,2,1,3,18.04,22.4094,94.0,0.0,2,32,34,0,q4
7706,2011-11-22,4,0,11,16,0,2,1,3,18.04,22.4094,94.0,0.0,3,59,62,0,q4
7707,2011-11-22,4,0,11,17,0,2,1,3,18.04,22.4094,100.0,6.0032,4,161,165,0,q4
7708,2011-11-22,4,0,11,18,0,2,1,3,18.04,22.4094,100.0,0.0,0,148,148,0,q4
7709,2011-11-22,4,0,11,19,0,2,1,3,18.86,23.1795,94.0,7.0015,5,106,111,0,q4
7710,2011-11-22,4,0,11,20,0,2,1,2,18.86,23.1795,100.0,15.001299999999999,6,121,127,0,q4
7711,2011-11-22,4,0,11,21,0,2,1,2,18.86,23.1795,100.0,16.997899999999998,4,86,90,0,q4
7712,2011-11-22,4,0,11,22,0,2,1,2,20.5,24.724800000000002,94.0,12.998000000000001,6,81,87,0,q4
7713,2011-11-22,4,0,11,23,0,2,1,2,19.68,23.9547,94.0,16.997899999999998,3,36,39,0,q4
7714,2011-11-23,4,0,11,0,0,3,1,2,19.68,23.9547,94.0,16.997899999999998,2,14,16,0,q4
7715,2011-11-23,4,0,11,1,0,3,1,2,19.68,23.9547,94.0,19.999499999999998,0,8,8,0,q4
7716,2011-11-23,4,0,11,2,0,3,1,3,20.5,24.724800000000002,94.0,23.9994,1,5,6,0,q4
7717,2011-11-23,4,0,11,3,0,3,1,3,20.5,24.724800000000002,94.0,23.9994,1,2,3,0,q4
7718,2011-11-23,4,0,11,4,0,3,1,3,21.32,25.5,88.0,23.9994,0,5,5,0,q4
7719,2011-11-23,4,0,11,5,0,3,1,2,18.86,23.1795,94.0,12.998000000000001,1,16,17,0,q4
7720,2011-11-23,4,0,11,6,0,3,1,2,18.04,22.4094,100.0,0.0,1,68,69,0,q4
7721,2011-11-23,4,0,11,7,0,3,1,2,18.86,23.1795,100.0,6.0032,2,154,156,0,q4
7722,2011-11-23,4,0,11,8,0,3,1,2,19.68,23.9547,94.0,7.0015,7,316,323,0,q4
7723,2011-11-23,4,0,11,9,0,3,1,2,21.32,25.5,94.0,12.998000000000001,3,164,167,0,q4
7724,2011-11-23,4,0,11,10,0,3,1,2,21.32,25.5,94.0,12.998000000000001,6,70,76,0,q4
7725,2011-11-23,4,0,11,11,0,3,1,2,20.5,24.724800000000002,72.0,27.999299999999998,9,107,116,0,q4
7726,2011-11-23,4,0,11,12,0,3,1,1,19.68,23.9547,55.00000000000001,27.999299999999998,9,151,160,0,q4
7727,2011-11-23,4,0,11,13,0,3,1,2,18.04,22.4094,54.0,32.9975,12,162,174,0,q4
7728,2011-11-23,4,0,11,14,0,3,1,1,17.22,21.6342,54.0,31.0009,13,200,213,0,q4
7729,2011-11-23,4,0,11,15,0,3,1,2,17.22,21.6342,54.0,30.002599999999997,13,194,207,0,q4
7730,2011-11-23,4,0,11,16,0,3,1,2,16.400000000000002,20.8641,62.0,31.0009,4,169,173,0,q4
